review_id,review_text,star_rating,business_category,platform,predicted_labels,confidence_score,uncertainty_reason,suggested_manual_review_priority,priority_score,weak_sentiment,weak_signal_alignment,is_multilingual,is_franco_arabic,contains_emoji
2082,"Mediocre . not good coffee , it was burnt . ice coffee was good , probably milk had a flavor . . atmosphere is not bad , it was quiet cuz no one was there , chairs are terrible and quite old service not bad , people expect you to come and take your order , just another regular overpriced coffee restaurant . not recommended but i might go there again",3.0,مقهى,google_maps,food:neutral | cleanliness:positive | ambiance:positive | price:positive | service:positive,0.463855,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
5318,Not clean . . very bad hospitality . . receptionists are very rude,1.0,غرفة لياقة,google_maps,cleanliness:neutral | ambiance:neutral | service:positive | price:positive | food:positive,0.468926,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,negative,contradictory,False,False,False
4107,"Some practical points to prepare for , based on my experience : - The building is on a lively street with outdoor restaurant seating below , popular for food and shisha at night . Expect noise from cars and people through the night; the windows don’t block sound well . - The building is very old with a distinct cat urine smell on entry . The beautiful art deco stairs and walls show signs of sinking and wear . Be ready to climb stairs , as accommodations are on higher floors offering views . - My room had a private bathroom and clean bath towels , which was nice . However : - The shower head knob was broken with a plastic replacement limiting movement . - Water pressure in the shower was mostly low with occasional bursts . - The sink tap was broken and ran scalding hot even near the cold setting; it also leaked water onto and below the sink . - Slippers were provided but were worn , dirty , oversized men’s slippers . - Windows offer a decent neighborhood view but are wooden - framed with mostly covered glass , letting little light in when closed . You need to open them fully for fresh air and light , but this invites flies . The windows have a broken triangular hole—fine in mild weather but could cause cold drafts or let in insects depending on season . Ask for extra sheets in winter or insect protection in summer . - The floor air conditioning was very noisy , making sleep difficult even with earplugs . - Despite requesting a balcony room , my message was unanswered and I did not get one . - Due to these issues , I left 1 night early and moved to a different accommodation .",3.0,فندق,google_maps,cleanliness:neutral | ambiance:neutral | price:positive | service:positive | food:neutral,0.497364,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
5221,"Not good nor bad , I would say it’s average ! It’s super clean , I would give them that ! But they don’t have any resistance bands idk why tbh ! I didn’t get to meet the manager but coaches are friendly and some of them would correct you if you do something wrong during training , others would just ignore ( like every other place as well ) . Front desk is tough to talk about , some were nice and some were just cold . Over all , I would say people should go there if they’re looking for some place within the walking distance . I would not recommend committing to annual plan without trying it for a month first .",3.0,صالة رياضة,google_maps,ambiance:positive | cleanliness:positive | price:positive | service:positive,0.565168,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
5654,"The gym is very basic and small . However it has most of the machines you""ll need for an okay workout . You""ll pay 100 EGP / day . The gym is also relatively clean ( for Egypt ) . I had a bit of trouble finding the entrance on the second floor . You have to go on the side there's a dirty hallway with some stairs to go up .",3.0,صالة رياضة,google_maps,cleanliness:neutral | ambiance:neutral | price:positive,0.570256,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
2847,"Ich kann dieses Hotel leider überhaupt nicht empfehlen . Wir hatten ein Zimmer im 8 . Stock ( Nr . 82 ) gebucht und mussten bereits nach einer Nacht abreisen , da wir im Bett Bettwanzen gefunden haben . Die Hygiene im Hotel lässt stark zu wünschen übrig – überall Staub und Schmutz , als ob seit Jahren nicht gründlich gereinigt wurde . Trotzdem wurden uns zwei Nächte berechnet , und von dem Betrag wurde zusätzlich die Steuer abgezogen . Als wir nach dem restlichen Geld fragten , hieß es nur : „Der Buchhalter ist nicht da“ . Seitdem wird die Rückzahlung ständig verschoben , mit neuen Ausreden jeden Tag . Sehr enttäuschende Erfahrung . Wenn Sie Ruhe , Sauberkeit und faire Behandlung erwarten , würde ich Ihnen raten , ein anderes Hotel zu wählen .",1.0,فندق,google_maps,ambiance:negative | cleanliness:negative | service:negative | price:positive,0.607569,borderline_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,negative,ambiguous,True,True,False
3980,"Herrie van partyboten , straat verkeer en oproepen tot gebed is zelfs op 38e etage goed hoorbaar , tot diep in de nacht . De smog is goed zichtbaar en de airco is niet te gebruiken door de stank . De wifi is er nauwelijks op de kamer . Soms zie je de pyramides en soms zelfs de overkant van de Nijl niet . De service is zeer goed . Onderhoud pand zeer matig . Ontbijt op kamer is royaal , heet en van goede kwaliteit . Omgeving is matig , behalve de view . Restaurants in de buurt zijn matig .",3.0,فندق,google_maps,ambiance:negative | cleanliness:negative | service:positive | price:positive | food:negative,0.620651,borderline_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,neutral,ambiguous,True,True,False
2146,"진짜 맛있음 . 한국의 유명한 피자 맛집이랑 다를게 없음 . 좀 짜긴 하지만 이집트 여행이 길어져서 익숙해진듯 . 멀리까지 온 보람이 있다 . 브레이크 타임이 있으니 잘 고려해서 올 것 ! ! 이름이 기억 안나는데 안티초크 , 버섯 , 살라미 , 치즈가 들어간 피자/ 시저 샐러드/ 콜라 먹었고 800EGP정도 나왔음 .",5.0,مطعم بيتزا,google_maps,food:positive | price:positive | ambiance:negative,0.627181,borderline_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; franco_arabic,high,14.0,positive,ambiguous,True,True,False
8627,مش مجاني,1.0,entertainment,play_store,app_experience:positive | general:positive,0.657367,borderline_confidence; multiple_aspects; short_meaningful; star_rating_text_contradiction; general_ambiance_app_confusion; high_aspect_uncertainty,high,14.0,negative,contradictory,False,False,False
5649,"Un po' di attrezzi c'è l'ha , ma sono in cattive condizioni , il prezzo è 200lire al giorno , dipendenti molto poco friendly , ma questa è una costante dell'Egitto , non sono famosi per essere ospitali",2.0,صالة رياضة,google_maps,ambiance:negative | cleanliness:negative | price:positive | food:negative | service:negative,0.690992,borderline_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,negative,ambiguous,True,True,False
9974,فاشل سندباد افضل,1.0,travel,play_store,app_experience:positive | general:positive,0.716067,borderline_confidence; multiple_aspects; short_meaningful; star_rating_text_contradiction; general_ambiance_app_confusion; high_aspect_uncertainty,high,14.0,negative,contradictory,False,False,False
1443,خضعت لجراحة استئصال غضروف و الحمد لله كانت ناجحه جدا رغم صعوبة الحالة اوجه كل الشكر و العرفان للدكتور الجميل ذو الشخصية العظيمة د/ محمد عاطف النقلي ( مخ و اعصاب و عمود فقري ) ربنا يبارك فيه و يحفظه علي مجهوداته الرائعه مهما شكرت لن اوفي حق هذا الدكتور العظيم : hibiscus : EMO_POS و طبعا لا انسي طاقم التمريض الاكثر من رائع علي اهتمامهم و تعاملهم مع المرضي كانهم اهل بمعني الكلمة كل الشكر و التقدير للعاملين بالمستشفي علي تعاونهم و ادائهم المميز كل ملاحظاتي علي الاداريون بالمستشفي خاصة مكتب تنسيق الدخول و الخروج و بعض افراد الامن للاسف كان تعاملهم سيء و لا يراعون اي مشاعر للمرضي محتاجين يشتغلوا علي نفسهم شويه في طريقة التعامل و التنظيم اتمني حل الامور البسيطه دي لتصبح المستشفي كاملة الرعاية : folded_hands :,4.0,مستشفى,google_maps,service:positive | cleanliness:positive | ambiance:positive | app_experience:positive,0.05,low_confidence; mixed_sentiment; multiple_aspects; multilingual; emoji_sentiment_edge_case,high,13.5,positive,aligned,True,False,True
2515,الطلبات و الاطباق رائعة . ذهبت في رمضان لحضور حفل الافطار لشركتي . لم يعجبني لعدة اسباب ١ - ضيق المكان ٢ - الخدمة سيئة و غير منظمة ٣ - واضح جدا انه بسبب تحقيق اكبر مكاسب لم تهتم الادارة بتوفير اقل شيء مساحة لتسهيل الحركة,3.0,مطعم,google_maps,ambiance:positive | price:positive | cleanliness:neutral | service:positive | food:neutral | delivery:neutral,0.05,low_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction,high,13.5,neutral,contradictory,False,False,False
153,الاكل جميل _ الخدمة سيئة,3.0,مطعم مأكولات سورية,google_maps,food:neutral | ambiance:neutral | service:neutral | price:positive,0.162932,low_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction,high,13.5,neutral,contradictory,False,False,False
1863,طبالي الزمالك Tabali /التصنيف : اكلات مصرية التقييم : ٥ من ١٠ توقيت الطلب : بعد العشا الطلب : محلي الاسعار : مناسبه بالنسبة للكمية سبب خسارة النقاط : لانه مو بيرفكت الطلبات : *ارز معمر بالحمة - الرز ناشف ( اللحم قاسي مليان شحم ) ماهو افضل شي - بيض بالبسطرمة ( حلو ) - فرايز - حواوشي طبالي ( لذيذ ) - كولا - شاي - كاتشب مايونيز شطة /المفترض تنزل مع الفرايز حاسبينها بفلوس ينصح به : لاباس EMO_POS 《التقييم ذوق شخصي》,3.0,مطعم,google_maps,food:positive | price:positive | ambiance:positive | cleanliness:positive | delivery:positive,0.178446,low_confidence; multiple_aspects; multilingual; star_rating_text_contradiction; emoji_sentiment_edge_case,high,13.5,neutral,contradictory,True,False,True
3321,"Best pedicure Service in new cairo . . thank u so much . . Amy is really professional also mina saved my hair after very bad experience in another salon , many thanks for the professional team because they never fail to make me happy with results EMO_POS EMO_POS",5.0,صالون تجميل,google_maps,service:positive | general:positive | app_experience:positive,0.198322,low_confidence; mixed_sentiment; multiple_aspects; high_aspect_uncertainty; emoji_sentiment_edge_case,high,13.5,positive,aligned,False,False,True
552,الخدمة جميلة والستاف محترمين جدا واخلاقهم عالية الاكل سيء جدا جدا مايناكل للاسف,1.0,مطعم مأكولات مصرية,google_maps,food:positive | ambiance:neutral | price:positive | service:positive,0.352158,low_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction,high,13.5,negative,contradictory,False,False,False
705,"Boat is lovely , strong smell of diesel when you first get on . Lovely dinning area . It was under occupied but the food was cold and nothing special . Good free salad selection though . Belly dancer and the spinning man were great but the music was too loud and quite over bearing , there was no let up . So I sat with my fingers in my ears lol . A lovely trip along the river for the view at night if you can stand LOUD music for 2 hours .",2.0,مطعم,google_maps,ambiance:positive | food:positive | price:positive | cleanliness:negative | service:positive,0.456056,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
4571,"A scam . Reviews are bought or their own family members . Especially tourists - beware . Read this for 2 minutes and save a lot of money . I went in to get my nails done . A simple nude hard coat with reference photos . No length added . It looked professional in clean so I let my guard down , huge mistake . They have NO set prices and charge you whatever they think you'd pay . Since im foreign I got significantly overcharged but they even overcharge the locals . I wouldn't even be that mad if the nails looked good , but its genuinely the worst they have ever looked . Uneven coat , lumpy , no cuticle softener was used , just straight scraping . Look at the photos to see how uneven it is . You can see tiny holes aswell . She didn't file them down or anything . No hate to her but she was completely untrained . I was charged 67 dollars or 3200 Egyptian pounds . WELL over what is normally charged in this area , and more expensive than CALIFORNIA USA . I showed them how bad it looked and pointed out the imperfections , and they told me it was because ""your nails are too short . "" They are not and ive gotten my nails done many times with no issues for half the price . Do not consider this place . Do not let positive reviews sway you . It is not worth it and you'll spend more money and time fixing it later .",1.0,صالون تجميل,google_maps,service:negative | price:negative | ambiance:negative | cleanliness:negative,0.477985,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,aligned,False,True,False
4903,"Terrible terrible gym , the prices they are charging they must think they are a boutique gym with the best equipment . It’s dirty , machines are badly kept… they don’t even have a pull up bar . They mentioned a “spa” if you mean a sauna that doesn’t work in the changing rooms . I wouldn’t even pay 200EGP a month for this place let alone the 3500EGP they are asking for… scam !",1.0,صالة رياضة,google_maps,cleanliness:negative | ambiance:neutral | price:neutral | food:negative | service:neutral,0.528965,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,aligned,False,True,False
595,worst costa branch ever the coffee is good but the service is the worst the staff is not helpful they lied about the avaliablity of club sandwich cause they were lazy to ask the kitchen and 5 mins later it was magically in the display i asked one of the staff to change something for me and they asked me to take it down to the downstairs for them they take service fees while they don't serve tabels,1.0,كافيه,google_maps,service:negative | ambiance:negative | food:negative | cleanliness:negative | price:negative,0.530084,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,aligned,False,True,False
3149,"I wanted to stop here before leaving Egypt . Being hungry and short on time I just payed the 250 pounds they charged me , but I was definitely ripped off . The staff does not speak English . The food was good but nothing unforgettable - I've had much better stuff for a much cheaper price in Cairo . The area is beautiful , but the place itself dirty and just on the street . . . if you're okay with this , I guess you can just go for it .",1.0,مطعم فلافل,google_maps,price:positive | food:positive | ambiance:neutral | cleanliness:negative,0.542504,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
2357,"İftar için rezervasyon yapıp gittik . Yaklaşık 10 - 15 dakika kadar yerimize geçmek için bekledik . Bir Türk olarak yemekleri puanlamam gerekirse 8 . 5/10 diyebilirim ( 1 . 5 puanı lahmacunun az baharatı ve iskender kebaptan kırdım ) . Ayrıca , bir Türk olarak Ali Nazik Kebabı şiddetle öneririm , harikaydı . Atmosfer fena değildi . Ancak hizmet , garsonlar ve servis hızı aşırı kötüydü . Çorbayı 3 kez tekrar hatırlatmak durumunda kaldık ve ekip birbirinden bağımsız hareket ettiğinden ekstra çorba getirdiler . Yemek sonrası çay ve kahveyi de yine aynı şekilde en az 20 dakika gecikmeli ve tekrar tekrar hatırlatarak ancak alabildik . Sütlaç Brulee'yi de sipariş edip 25 dakika bekledikten sonra masaya gelmediği halde hesapta görünce hesaptan çıkarılmasını istedik hiçbir problem çıkarmadan hemen çıkardılar . Sonuç olarak; lezzetler gerçekten çok iyi . Orijinal türk yemeklerine aşırı yakın lezzetler sunuyorlar ama hizmetlerini geliştirmeleri gerekiyor . Karşılama ve sipariş süreci gerçekten çok çok zayıf . İngilizce bilen bir müdür vardı olabildiğince yardımcı olmaya çalıştı ama ekiple ilgili pek olumlu yorum yapmam maalesef mümkün değil . Hizmetlerini düzelttikleri takdirde kesinlikle önereceğim bir mekan olur .",4.0,مطعم مأكولات تركية,google_maps,food:positive | price:positive | ambiance:positive | cleanliness:negative | service:positive,0.552011,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic,high,13.5,positive,ambiguous,True,True,False
8088,Bad keeps kicking me out,1.0,ecommerce,play_store,app_experience:negative | general:positive,0.552423,medium_confidence; mixed_sentiment; multiple_aspects; general_ambiance_app_confusion; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,False,False
1251,Several luxury brands are present here . Valet parking is available for L . E . 120 pounds .,5.0,مركز تسوق,google_maps,service:negative | ambiance:negative | price:positive,0.555215,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,positive,ambiguous,False,True,False
5741,"My 11 - day stay at Nile X was extremely stressful and disappointing . Before booking my flight , I had communicated through the Booking . com chat that I would arrive around 5 am and asked if early check - in would be possible . I received an “ok” response , so I planned my travel accordingly . However , when I arrived I was told early check - in was not possible and was asked to pay an additional 60 USD to access the room between 6 am and noon . When I showed screenshots of the conversation , the owner denied that early check - in had been confirmed . The location was also misleading . I had been told it would be very close to Zamalek X Hostel , but it turned out to be on a quiet and uncomfortable street , and the property itself is on the 19th floor , something that was never mentioned . The elevator felt unsafe and unstable . The “Nile view” room description was also inaccurate . The windows were not double - glazed , so the room was extremely noisy , and the actual Nile view was minimal . Several basic amenities advertised were missing or poor : Breakfast advertised as included , but in practice there was almost nothing provided . Kitchen was poorly equipped and unhygienic , lacking basic items like a proper frying pan , knife , or mugs . I ended up buying my own ingredients and making my own breakfast most days . Bathroom lacked essentials , including toilet paper . The bed was unstable , with loose wooden planks supporting the mattress . This was only partially fixed near the end of my stay . Staff frequently asked me to pay the extra fee in cash and knocked repeatedly on my door , which felt uncomfortable and intrusive . Overall , the stay involved misleading information , poor maintenance , lack of hygiene , and stressful interactions with management . Unfortunately , this experience made my time in Cairo far more difficult than it should have been .",1.0,فندق,google_maps,cleanliness:negative | ambiance:negative | service:negative | price:positive,0.555786,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
5647,Decent gym if youre looking to get in a quick session while on a trip . Alot of reviews said 100 pound per person . Apparently this is the old price we paid 200 each .,3.0,صالة رياضة,google_maps,price:positive | service:negative,0.56085,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,neutral,ambiguous,False,True,False
1344,"Service plus que médiocre , attente de 2 h malgré toute une armée de serveurs volatiles . Nourriture fade et peu raffinée . Rien à voir avec la cuisine Libanaise",1.0,مطعم مأكولات لبنانية,google_maps,food:positive | ambiance:positive | price:positive | cleanliness:negative | service:positive,0.566733,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic,high,13.5,negative,ambiguous,True,True,False
1216,"Kahvaltı yaptık , falafelli bir tabaktı ismini hatırlamıyorum içinde omlet , sürme peynir ve bakladan veya barbunyadan yapılmış sos ve patlıcan kızartma vardı tabak 200 mısır lirasıydı ve doyurucu geldi , servis ilgi alaka çok iyiydi ancak hesap geldiğinde 200 mısır lira civari servis ücreti ve 200 msıır lira vergi ödedik bu başında söylenmemişti bu kötü oldu ama onun dışında fiyatları ortalama",4.0,مقهى,google_maps,food:negative | ambiance:negative | price:positive | cleanliness:negative,0.576903,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic,high,13.5,positive,ambiguous,True,True,False
6023,بوتيك جميل في الزمالك,3.0,متجر ملابس حريمي,google_maps,general:positive | ambiance:positive | service:positive,0.586277,medium_confidence; multiple_aspects; star_rating_text_contradiction; general_ambiance_app_confusion; high_aspect_uncertainty,high,13.5,neutral,contradictory,False,False,False
3409,"I used to be a loyal customer and even left a positive review two years ago . Unfortunately , this place has gone downhill badly . Prices are insanely high for the quality and service . Orders , especially the all you can eat take 30+ minutes , even with pre - orders . Portions are much smaller than before . The only positive left is the staff—they’re genuinely nice . Other than that , the quality , service , and pricing feel like a scam . Sad to see such a drop . They seriously need to change . Clean . Honest . Hits hard without being messy .",1.0,مطعم مأكولات يابانية,google_maps,price:positive | ambiance:negative | service:positive | food:positive | cleanliness:negative,0.590039,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
3784,"the gym appears amazing and luxurious at first , but wait until you start , making up weird rules , rude staff ( not all ) , inflexible , almost you are paying money to get stuck in their silly rules . The staff lacks the least skills to deal with clients and they are able to make your mood worse . Their only focus is on their strict rules as if you’re working for them , if you’re late 1 min after 15 min from your class you can’t enter by any means , and tend to be very rude . And everywhere they will reach you to force you to do other silly rules .",1.0,صالة رياضة,google_maps,service:positive | ambiance:positive | cleanliness:negative | price:positive,0.592407,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
2559,"Above all , the service was very poor . Despite having a reservation , we were told upon arrival that it was not in the list . While this may have been a communication error , the staff at the 40th - floor reception then told us that the restaurant was fully booked for the day . However , we were eventually allowed to enter , and throughout our stay , only about one - third of the seats were actually occupied . I never received a convincing explanation for this inconsistency . Furthermore , even though we were staying at the same hotel , we were told that charging the bill to our room was not possible and were strongly asked to pay on the spot . This was my first time experiencing such treatment at a Hilton - affiliated property , and it felt unacceptable for a hotel of this standard . The food was also disappointing . In particular , the ribeye steak was extremely tough , almost rubbery , and far from enjoyable . While the base prices themselves are not especially high , service charges and taxes are added , increasing the final bill by roughly 30% compared to the displayed prices . This may have been an oversight on my part , but at the very least , these additional charges were not clearly or prominently stated , so caution is advised . The only positive aspect was the view , which was excellent . That said , the blue lighting felt tasteless to me personally .",1.0,مطعم,google_maps,food:negative | price:positive | ambiance:positive | service:negative | cleanliness:positive,0.595861,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,13.5,negative,ambiguous,False,True,False
1236,Πολύ μέτριο - κακό μαγαζί γενικά . Φαγητό μέτριο . Εξυπηρέτηση πολύ κακή και παααααρα πολύ αργή χωρίς να χει κόσμο . Ατμόσφαιρα χάλια επειδή κάπνιζαν πολλοί και μοίραζε παντού τσιγαρίλα .,2.0,مطعم مأكولات لبنانية,google_maps,ambiance:negative | food:negative | cleanliness:negative | price:positive | service:negative,0.617865,borderline_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,13.5,negative,ambiguous,True,False,False
5765,残念なところ。 カード支払いで+2%で請求された。 入り口が非常にわかりづらい。 エレベーターは古くて怖い。 歯ブラシなどアメニティがほぼない。 良いところ。 とても清潔。 立地がいい。 午前10時についたのに無料でアーリーチェックインさせてくれた。,3.0,فندق,google_maps,ambiance:negative | cleanliness:negative | price:positive | service:negative,0.652527,borderline_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,13.5,neutral,ambiguous,True,False,False
2178,帰国前にカイロで一泊するのに利用しました。 部屋はコンパクトでしたが値段相応です。 受付の男性はにこやかで、ホスピタリティがあり、朝のUber手配で困っていたら助けてくれました。ありがとうございます！,3.0,فندق,google_maps,ambiance:positive | price:positive | cleanliness:positive | service:positive | food:positive,0.660871,borderline_confidence; multiple_aspects; short_meaningful; multilingual; star_rating_text_contradiction; high_aspect_uncertainty,high,13.5,neutral,contradictory,True,False,False
2833,"Пили здесь кофе , с нас за 2 чашки кофе хотели содрать 150 фунтов , это дороже чем в Макдональдс . Отвратительно , пока ты пьёшь кофе тебя задолбают попрошайки и продавцы всякого барахла , пластиковая изношенная грязная мебель и необоснованно завышенная цена . Меню нам так и не предоставили , нет нигде цен , придумывают из головы",1.0,مطعم مأكولات مشوية,google_maps,food:negative | ambiance:negative | cleanliness:negative | price:positive | service:negative,0.6894,borderline_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,13.5,negative,ambiguous,True,False,False
1102,"Периодически ходим туда . Там вкусно . Блюда необычные . Есть алкоголь . Несколько раз были - кофе машина не работала . Часто бывает битая посуда . Не люблю такого . С учетом того , что ресторан в общем недешевый и имеет опеределенный уровень . Обслуживание разное . Но порой официанта не дождешься . Внизу при входе всегда спрашивают номер телефона . Иногда документы . В рамадан могут спросить оригинал паспорта . ( Убедиться а том что Вы иностранец )",4.0,مطعم,google_maps,food:positive | ambiance:negative | price:positive | cleanliness:negative,0.712715,borderline_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,13.5,positive,ambiguous,True,False,False
3059,"Unfortunately , my experience was too bad . I ordered a Burger sandwich , but the meat had a strong gamey smell and didn’t taste fresh at all . The flavor was really unpleasant and the overall quality of the beef wasn’t great . Honestly , the sandwich was very disappointing and far below expectations . This was at District 5 branch",1.0,مطعم مأكولات أمريكية,google_maps,food:neutral | ambiance:neutral | price:positive | general:negative,0.05,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic,high,13.0,negative,ambiguous,False,True,False
5653,They're charging 600 - 800 for non Egyptians I made mistake by joining last month guys don't get scammed I was in gym 1 year ago they charged me same as Egyptian but now they have different rules This is Haram in Islam to charge more on the basis of person's region or nationality for same service or products My personal experience Egyptian are good people I'm also Muslim Alhamdulillah and I've good experience here but some people like these ruin image of country and community .,1.0,صالة رياضة,google_maps,service:negative | price:positive | delivery:positive | app_experience:positive | general:positive,0.126551,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic,high,13.0,negative,ambiguous,False,True,False
9982,خدمة عملاء غير مرضية ابدا EMO_NEG EMO_NEG EMO_NEG EMO_NEG,1.0,travel,play_store,general:negative,0.255463,low_confidence; mixed_sentiment; multilingual; high_aspect_uncertainty; emoji_sentiment_edge_case,high,13.0,negative,aligned,True,False,True
2671,"The food has a lovely homemade taste , and the portions are very generous . We had the cheese samosas and a mixed grill , both were delicious . As a kind gesture , we were also offered some complimentary sweets . However , we were charged additional taxes that we couldn’t understand . We were aware of the standard 14% VAT and 12% service charge in Egypt , but the charges on the bill ( photo attached ) did not match these rates . Also , the bill heading didn’t match the restaurant name . When we questioned the staff , no clear explanation was given and we were requested to pay in cash . After several attempts to understand the charges , we eventually gave up and left disappointed .",3.0,مطعم مأكولات مصرية,google_maps,food:positive | price:positive | service:negative | ambiance:negative,0.433088,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic,high,13.0,neutral,ambiguous,False,True,False
6025,الموقع جميل والبضاعة متجددة ، والناس اللي تشتغل فيه مرحبة ، الاسعار شوي غالية لكن البضاعة تستاهل : ok_hand :,5.0,متجر ملابس حريمي,google_maps,price:positive | ambiance:positive | food:positive | cleanliness:positive | service:positive,0.499363,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; high_aspect_uncertainty,high,13.0,positive,aligned,True,False,False
8150,زبالة زباله زبالةزبالة,2.0,ecommerce,play_store,service:positive | ambiance:positive | cleanliness:negative,0.55583,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; high_aspect_uncertainty,high,13.0,negative,ambiguous,False,False,False
729,다소 생소합니다 . 향이 강합니다,3.0,مطعم مأكولات سورية,google_maps,food:positive | ambiance:positive,0.569366,medium_confidence; multiple_aspects; short_meaningful; multilingual; star_rating_text_contradiction,high,13.0,neutral,contradictory,True,False,False
946,Worst coffee ever ! ! !,1.0,كافيه,google_maps,food:positive | general:positive,0.571512,medium_confidence; multiple_aspects; short_meaningful; star_rating_text_contradiction; high_aspect_uncertainty,high,13.0,negative,contradictory,False,False,False
9767,رائع وممتاز جدا,1.0,travel,play_store,general:positive | service:positive,0.573563,medium_confidence; multiple_aspects; short_meaningful; multilingual; star_rating_text_contradiction,high,13.0,negative,contradictory,True,False,False
2371,モロヘイヤスープと肉入りムサカを食べました。どちらもとても美味しかったです！付け合わせのパンもしっとりむっちりしていて日本人好みだと思いました。 料理が出てくるまで時間はかかりましたが、丁寧に作っているのだと思います。 他のお店で食べたスープと比べても格段に美味しく、モロヘイヤがたっぷり入っていました。 ピラミッドも見渡せて、立地も良いです。 テーブルや椅子、お店まで行くビルの階段はもう少し掃除が必要かと思います。 日にちがあればもう一度行って他の料理も食べてみたかったです。 ※サービス料12%と税12%がかかります。,5.0,مطعم مأكولات ومشروبات,google_maps,food:positive | ambiance:positive | price:positive | cleanliness:negative | service:positive,0.578011,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual,high,13.0,positive,ambiguous,True,False,False
80,"Wir waren im Hilton nur im Garden Court um etwas zu trinken . Der Service war grauenhaft . Die Servicekraft war sehr unhöflich und hat leider nur gebrochen englisch gesprochen , was schade ist aber an sich ja nicht schlimm . Aber dann nicht einmal ein kleines Lächeln und ein Okay wenn man eine Bestellung aufnimmt sondern nur ein unfreundliches Nicken? ! Ich bin entsetzt . Zudem schien es mir ziemlich unorganisiert , es fehlte mal eine Serviette , mal musste man extra nachfragen ob man ein Glas bekommen konnte nachdem man ein Wasser bestellt hatte da nur die Flasche gebracht wurde und dies dauerte dann auch noch über 10Minuten . Wir wurden auch mehrmals von der Servicekraft ignoriert wenn wir etwas bestellen wollten . Die Getränken waren jedoch gut und das Essen den Verhältnissen entsprechend auch .",1.0,فندق,google_maps,ambiance:negative | food:negative | price:positive | cleanliness:negative | service:negative,0.578462,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; high_aspect_uncertainty,high,13.0,negative,ambiguous,True,False,False
