review_id,review_text,predicted_aspects,predicted_sentiments,confidence_score,star_rating,business_category,platform,weak_sentiment,weak_signal_alignment,pseudo_label_source,aspects,aspect_sentiments
3856,I also dyed my hair and i’m so happy el hmdl,"[""general""]","{""general"": ""positive""}",0.82204,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3857,The best salon EMO_POS EMO_POS EMO_POS EMO_POS,"[""general""]","{""general"": ""positive""}",0.768925,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3858,Zeina in Zamalek branch made our new year eve very special : beating_heart : : beating_heart : now I can enter the new year with a fresh haircut . The best : hundred_points :,"[""general""]","{""general"": ""positive""}",0.832703,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3859,Best hair dresser in town,"[""general""]","{""general"": ""positive""}",0.757404,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3873,سلام عليكم مستشفي عندهم برود اوي مريض تعبان مفروض يعلقون دم محاليل برود غير طبيعي و اهمال,"[""service""]","{""service"": ""negative""}",0.771541,1.0,مستشفى,google_maps,negative,aligned,model_high_confidence,"[""service""]","{""service"": ""negative""}"
3904,Dans une région in populaire,"[""general""]","{""general"": ""positive""}",0.917069,3.0,مطعم مأكولات مشوية,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3916,The best fatah shawerma in the world . . . I've been eating it for 15 years and the quality and taste is still the same,"[""food""]","{""food"": ""positive""}",0.862074,5.0,مطعم أطباق اللحوم,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
3930,يا ولاد اللعيبة,"[""general""]","{""general"": ""positive""}",0.802363,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3935,جربته من ترشيح حد وبصراحه هو مميز جدا جدا في الفطاير الحلوه و الحادقه مجربتش بصراحه باقي المنيو بس المكان بس محتاج يبقي اوسع و يتنظم شويه عن كده,"[""ambiance"", ""food"", ""cleanliness"", ""price"", ""service""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive""}",0.770466,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""cleanliness"", ""price"", ""service""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive""}"
3936,Best fetera ever,"[""general""]","{""general"": ""positive""}",0.946621,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3937,انصح الجميع في تجربته,"[""general""]","{""general"": ""positive""}",0.800002,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3942,دكتور فادي رياض اعظم دكتور تعاملت معاه بجد قوي,"[""service""]","{""service"": ""positive""}",0.869433,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
3947,افتح عندنا في الصعيد يا دكتور : grinning_face : : grinning_face :,"[""general""]","{""general"": ""positive""}",0.860818,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3949,تسلم و الله يا د فادي تعبتك معايا,"[""general""]","{""general"": ""positive""}",0.809852,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3964,دكتور فادي من اجمل الشخصيات التعاملت معاها وشاطر جدا,"[""service""]","{""service"": ""positive""}",0.866683,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
3967,بجد ناس محترمه و شغلهم متميز و شكرا لدكتور فادي و الاطباء اللي معاه كلهم,"[""service""]","{""service"": ""positive""}",0.889099,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
3972,تسلم ايديهم,"[""general""]","{""general"": ""positive""}",0.894426,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3976,تم,"[""general""]","{""general"": ""positive""}",0.952065,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
3978,"Tolle zentrale Lage direkt am Nil mit herrlichstem Blick zum Nil , über die Stadr bis hin zu den mächtigen Pyramiden auf dem Plateau von Gize . Sehr empfehlenswert . Frühstück übersichtlich , aber dafür frisch und lecker . Sehr zugewandtes freundliches Personal . Uns wurde ein unentgeldlich Ugrade angevoten . Wir waren sehr zufrieden . Waren bereits 3 mal zu Gast hier im Hotel .","[""ambiance"", ""food"", ""service"", ""price"", ""cleanliness""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive""}",0.824227,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""service"", ""price"", ""cleanliness""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive""}"
3981,"Oda güzel ve temizdi . Kahvaltısı harikaydı . Ama dış çok başarılı değildi . Temizlik , personel ilgisi gayet iyiydi . Manzara çok güzeldi .","[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}",0.770054,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}"
3982,"38ste verdieping , prachtig uitzicht inclusief op de piramides . Goede service , ontbijt op het balkon . Vriendelijke staf . Alles redelijk schoon en netjes .","[""service"", ""ambiance"", ""cleanliness"", ""food"", ""price""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""food"": ""positive"", ""price"": ""positive""}",0.780456,4.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""cleanliness"", ""food"", ""price""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""food"": ""positive"", ""price"": ""positive""}"
3995,يجمع كل طلباتك في سقف واحد,"[""app_experience""]","{""app_experience"": ""positive""}",0.760133,5.0,متجر ملابس,google_maps,positive,aligned,model_high_confidence,"[""app_experience""]","{""app_experience"": ""positive""}"
4007,The treatment was good : thumbs_up_light_skin_tone :,"[""general""]","{""general"": ""positive""}",0.856072,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4011,"Great dental clinic with a very clean and comfortable environment , Everything feels professional and well maintained .","[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}",0.754422,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}"
4013,best dental clinic in nasr city,"[""general""]","{""general"": ""positive""}",0.825984,5.0,عِيادة أسنان,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4024,مفيش اي احترافية في التعامل واحد من الي شاغلين بيتبلي عليا اني خد حاجه من غير ما ادفع تمنها و وقفني بعد ما طلعت من الماركت بشوية علم وسخه,"[""service"", ""delivery"", ""app_experience"", ""price""]","{""service"": ""negative"", ""delivery"": ""negative"", ""app_experience"": ""negative"", ""price"": ""negative""}",0.80272,1.0,سوبرماركت,google_maps,negative,aligned,model_high_confidence,"[""service"", ""delivery"", ""app_experience"", ""price""]","{""service"": ""negative"", ""delivery"": ""negative"", ""app_experience"": ""negative"", ""price"": ""negative""}"
4026,ماركت جيد ومتنوع الاصناف جدا و الناس زوق جدا,"[""price"", ""food"", ""service"", ""ambiance""]","{""price"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""positive""}",0.757015,4.0,سوبرماركت,google_maps,positive,aligned,model_high_confidence,"[""price"", ""food"", ""service"", ""ambiance""]","{""price"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""positive""}"
4031,ممتاز : ok_hand :,"[""general""]","{""general"": ""positive""}",0.954134,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4033,جميبل,"[""general""]","{""general"": ""positive""}",0.926545,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4034,Super tasty,"[""general""]","{""general"": ""positive""}",0.933659,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4036,Need improvements,"[""general""]","{""general"": ""positive""}",0.850028,3.0,متجر بقالة,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4041,Good : blue_heart : : blue_heart : : blue_heart :,"[""general""]","{""general"": ""positive""}",0.931104,4.0,متجر بقالة,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4052,100%,"[""general""]","{""general"": ""positive""}",0.945328,5.0,صالة رياضة,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4053,My home EMO_POS EMO_POS EMO_POS,"[""general""]","{""general"": ""positive""}",0.877585,5.0,صالة رياضة,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4054,يعتبر محدش عنده ذوق في المكان ده وكله كلاب وقطط المستوي المهني تعبان جدا وخصوصا في تقارير محاضر الشرطة في الاصابات,"[""ambiance"", ""service"", ""cleanliness""]","{""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}",0.755751,1.0,مستشفى,google_maps,negative,contradictory,model_high_confidence,"[""ambiance"", ""service"", ""cleanliness""]","{""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}"
4059,لا حول ولا قوه الا بالله العلي العظيم,"[""general""]","{""general"": ""positive""}",0.799736,4.0,مستشفى,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4077,Great mall,"[""general""]","{""general"": ""positive""}",0.953182,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4079,موديلات قديمه,"[""app_experience""]","{""app_experience"": ""positive""}",0.884371,2.0,مركز تسوق,google_maps,negative,contradictory,model_high_confidence,"[""app_experience""]","{""app_experience"": ""positive""}"
4084,متوسط,"[""general""]","{""general"": ""neutral""}",0.949616,3.0,مركز تسوق,google_maps,neutral,ambiguous,model_high_confidence,"[""general""]","{""general"": ""neutral""}"
4085,مميزة,"[""general""]","{""general"": ""positive""}",0.921296,5.0,المستشفى الحكومي,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4089,Better than before .,"[""general""]","{""general"": ""positive""}",0.913242,3.0,المستشفى الحكومي,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4092,نتمني الشفاء للجميع باذن الله,"[""general""]","{""general"": ""positive""}",0.755308,4.0,المستشفى الحكومي,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4094,كويسه جدا,"[""general""]","{""general"": ""positive""}",0.916531,3.0,المستشفى الحكومي,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4095,Bad services,"[""general""]","{""general"": ""positive""}",0.922063,1.0,المستشفى الحكومي,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4103,"Clean and comfortable rooms in a great location . Complimentary drinks and coffee in the common kitchen , very helpful and friendly staff . For great Egyptian food nearby , go to Kazan restaurant down the street .","[""food"", ""ambiance"", ""service"", ""cleanliness"", ""price""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}",0.791757,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""food"", ""ambiance"", ""service"", ""cleanliness"", ""price""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}"
4123,اسعار جيده وتنوع في الملابس,"[""price""]","{""price"": ""positive""}",0.851057,5.0,متجر ملابس رجالي,google_maps,positive,aligned,model_high_confidence,"[""price""]","{""price"": ""positive""}"
4146,"Not so cozy of an environment since it's inside a hotel lobby and no Nile view . Turkish coffee came with two pieces of Turkish delight which was nice , but ended up costing 300 LE ( $6?? ! ! ! ) which is outrageous in a country where you can grab a coffee for 20 LE elsewhere . No problem with the service , just the price and atmosphere .","[""ambiance"", ""price"", ""food"", ""cleanliness""]","{""ambiance"": ""negative"", ""price"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""negative""}",0.756393,3.0,مقهى,google_maps,neutral,ambiguous,model_high_confidence,"[""ambiance"", ""price"", ""food"", ""cleanliness""]","{""ambiance"": ""negative"", ""price"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""negative""}"
4173,غير جيد,"[""general""]","{""general"": ""positive""}",0.933343,1.0,غرفة لياقة,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4198,"Personale gentilissimo , buona colazione e posizione molto comoda per uscire a piedi","[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}",0.806387,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}"
4200,"I had a great stay at this hotel in Downtown . Everything was perfect from the moment I arrived . |The reception staff were very welcoming , professional , and always ready to help . ||The room was clean , comfortable , and well organized , with great attention to details . |Housekeeping was excellent , and cleanliness was clearly a top priority . ||Breakfast was fresh , tasty , and had a good variety of options . |The overall service and attitude of the staff made the stay even more enjoyable — everyone was polite , respectful , and friendly .","[""ambiance"", ""food"", ""price"", ""service"", ""cleanliness""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""price"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}",0.830729,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""price"", ""service"", ""cleanliness""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""price"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}"
4202,The staff is very friendly and accomodating . The hotel is quiet private and clean . The wifi is strong and the breakfast is great . The location is close to so many retail shops and eateries . It is super convenient . I enjoyed my stay in Cairo and at Cairo Paradise Hotel,"[""ambiance"", ""cleanliness"", ""price"", ""service"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive"", ""food"": ""positive""}",0.75318,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""cleanliness"", ""price"", ""service"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive"", ""food"": ""positive""}"
4207,سيء جدا : cross_mark : : cross_mark : : cross_mark_button :,"[""general""]","{""general"": ""negative""}",0.904569,1.0,فندق,google_maps,negative,aligned,model_high_confidence,"[""general""]","{""general"": ""negative""}"
4213,: smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : the best hotel in cairo |heba is friendly cute and helpful,"[""general""]","{""general"": ""positive""}",0.751761,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4214,بعض المنتجات مش موجودة غير عندو,"[""app_experience""]","{""app_experience"": ""negative""}",0.810814,5.0,سوبرماركت,google_maps,positive,contradictory,model_high_confidence,"[""app_experience""]","{""app_experience"": ""negative""}"
4219,Excellent service,"[""general""]","{""general"": ""positive""}",0.866359,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4220,AMAZING !,"[""general""]","{""general"": ""positive""}",0.951933,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4221,Amzing service !,"[""general""]","{""general"": ""positive""}",0.850898,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4228,Great lash lift service in Cairo,"[""general""]","{""general"": ""positive""}",0.782238,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4234,Mayada and shahad an amazing work for me really i love this place and all salon is very clean . Recommend all freinds thanks Dehya team,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}",0.777728,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}"
4253,الورشه العرييقه,"[""general""]","{""general"": ""positive""}",0.851895,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4257,ارجو تغيير الرقم لانه ملك شخص اخر,"[""app_experience""]","{""app_experience"": ""negative""}",0.802692,5.0,مطعم مأكولات سورية,google_maps,positive,contradictory,model_high_confidence,"[""app_experience""]","{""app_experience"": ""negative""}"
4280,الاكل سئ بجد فلوس علي الارض,"[""food""]","{""food"": ""negative""}",0.835713,1.0,مطعم مأكولات إيطالية,google_maps,negative,aligned,model_high_confidence,"[""food""]","{""food"": ""negative""}"
4281,To7fa bgd,"[""general""]","{""general"": ""positive""}",0.794864,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4291,Very very basic,"[""general""]","{""general"": ""positive""}",0.93829,2.0,مطعم مأكولات إيطالية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4298,10000000/10,"[""general""]","{""general"": ""positive""}",0.942454,5.0,كافيه,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4300,جو شعبي عائلي,"[""general""]","{""general"": ""positive""}",0.832144,3.0,كافيه,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4307,The chicken pizza was actually not too bad .,"[""food""]","{""food"": ""positive""}",0.898058,4.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
4310,لا انصحكم التعامل مع هذا الفرع تلقيت منهم اسواء معاملة في مصر انا رحت عندهم كذا بالصدفة كنت اتمشي انا جاي من السعودية وكانت الساعة ١ الليل سالت العامل متي تقفلوا قال ٤ الفجر طلبت بيتزا وبيبسي عاوز اقعد علي الطاولات اللي جوا المحل العامل خرجني قال خلاص قفلنا المحل او تدفع فلوش زيادة حقت القعدة جوة المحل وخلاني اكل خارج وخدمتهم والله صفر غير كذا قلة ادب ونصب من العمال,"[""food"", ""ambiance"", ""service"", ""delivery"", ""price"", ""cleanliness""]","{""food"": ""negative"", ""ambiance"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative"", ""price"": ""negative"", ""cleanliness"": ""negative""}",0.768026,1.0,مطعم بيتزا,google_maps,negative,aligned,model_high_confidence,"[""food"", ""ambiance"", ""service"", ""delivery"", ""price"", ""cleanliness""]","{""food"": ""negative"", ""ambiance"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative"", ""price"": ""negative"", ""cleanliness"": ""negative""}"
4317,تجربه معقوله,"[""general""]","{""general"": ""positive""}",0.908395,2.0,مقهى,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4318,اجمد قنا,"[""general""]","{""general"": ""positive""}",0.93167,5.0,مقهى,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4319,Just fine,"[""general""]","{""general"": ""positive""}",0.955717,4.0,مقهى,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4337,من السعودية الي مصر ، كانت تجربة ولا اروع : sparkles : زرت صالون شخصيا جوزيف وبكل امانة حسيت نفسي بين اهلي . احترافية عالية ، ذوق راق ، اهتمام بادق التفاصيل ، ونتيجة فوق التوقعات . شغل يشرح الصدر ، ذوق يرضي العين ، وتعامل يخلي الواحد يرجع وهو مطمئن وسعيد . شكرا من القلب علي الابداع والذوق العالي ، تجربة تستاهل كل مدح وتوصية شكرا لذوق العالي والراقي جوزيف : white_heart : : saudi_arabia : : egypt :,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}",0.77854,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}"
4349,شكرا,"[""general""]","{""general"": ""positive""}",0.930376,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4351,ممتازين ماشاء الله انا انبسط جدا وخصوصا من منه ماشاء الله شغلها متميز الشعر منتجات كلها فوق الممتازه,"[""service""]","{""service"": ""positive""}",0.806157,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
4374,فطار محترم,"[""general""]","{""general"": ""positive""}",0.937745,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4378,Worest customer experience,"[""general""]","{""general"": ""positive""}",0.840615,1.0,مطعم مأكولات سورية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4384,Niet aanrader,"[""general""]","{""general"": ""positive""}",0.943425,1.0,كافيه,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4389,Good place,"[""general""]","{""general"": ""positive""}",0.86462,3.0,كافيه,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4397,قصيت شعري مع سامي واستشوار مع يحيئ شغل خرافي لا يعلي عليه وكل الطاقم كانو لطيفين وخدومين,"[""service""]","{""service"": ""positive""}",0.777745,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
4402,I can highly recommend !,"[""general""]","{""general"": ""positive""}",0.892263,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4417,The place is very clean and neat … . The staff is very very professional … . . I tried deep facial with Hasnaa and anti - stress massage with Nathalie and I enjoyed both services …… . . highly recommended,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}",0.808337,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}"
4421,El hamam el ma8rby to7fa w farah shatra mot,"[""general""]","{""general"": ""positive""}",0.844529,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4422,Amazing Moroccan bath by Faraah,"[""general""]","{""general"": ""positive""}",0.811884,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4433,Such a bad Visit,"[""general""]","{""general"": ""negative""}",0.948371,1.0,صالون تجميل,google_maps,negative,aligned,model_high_confidence,"[""general""]","{""general"": ""negative""}"
4464,"Super professional and incredibly fast ! I loved the hair waves and curls . Thank you , Magdy , for your amazing service . I truly enjoyed the experience .","[""service""]","{""service"": ""positive""}",0.821867,5.0,صالون تجميل,google_maps,positive,aligned,model_high_confidence,"[""service""]","{""service"": ""positive""}"
4496,チーズ入りファラフェルが革命的に美味しい。朝食べ、あまりの美味しさにビビり、昼に友達を連れてまた戻り、次の日も食べました。ビバ！,"[""food""]","{""food"": ""positive""}",0.907735,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
4499,طعم الاكل البيتي,"[""food""]","{""food"": ""positive""}",0.903661,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
4503,من اسوا المطاعم,"[""general""]","{""general"": ""positive""}",0.858936,1.0,مطعم,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4505,بشع لو في تقيم - ١٠٠,"[""general""]","{""general"": ""positive""}",0.871106,1.0,مطعم,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4510,الاكل كويس جدا بالنسبة للسعر,"[""food"", ""price"", ""ambiance""]","{""food"": ""negative"", ""price"": ""positive"", ""ambiance"": ""negative""}",0.762411,5.0,مطعم,google_maps,positive,ambiguous,model_high_confidence,"[""food"", ""price"", ""ambiance""]","{""food"": ""negative"", ""price"": ""positive"", ""ambiance"": ""negative""}"
4513,الفراخ ريحتها عفنت وحاجه قرف,"[""food""]","{""food"": ""negative""}",0.836448,1.0,مطعم,google_maps,negative,aligned,model_high_confidence,"[""food""]","{""food"": ""negative""}"
4522,نشجع كل ما هو جديد ، محترمين جدا,"[""general""]","{""general"": ""positive""}",0.784002,5.0,صيدلية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4524,Looks good : smiling_face_with_smiling_eyes : : smiling_face_with_smiling_eyes : EMO_POS,"[""general""]","{""general"": ""positive""}",0.854102,5.0,صيدلية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4525,ناس محترمين,"[""general""]","{""general"": ""positive""}",0.930729,5.0,صيدلية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4526,محترمين,"[""general""]","{""general"": ""positive""}",0.94614,5.0,صيدلية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
4530,High,"[""general""]","{""general"": ""positive""}",0.948412,5.0,سوبرماركت,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
