review_id,review_text,normalized_review_text,star_rating,weak_sentiment,business_category,platform,business_name,date,language,franco_token_ratio,is_franco_arabic,is_multilingual,contains_emoji,token_count,char_count
1681,"We were there for dinner at the beginning of Ramadan . In addition to the regular menu , they had a set , 4 course menu for Ramadan dinner . It consisted of multiple salads and appetizers , soups , rice , a variety of grilled meat brought to the table on a cute miniature golden grill , drinks and desserts . Everything was very delicious . I loved the subtle aromatic spices that they used for dish . The service was very good too . Our server , Amr Mohahmed was very courteous and attentive . It was a genuine Egyptian culinary experience .","We were there for dinner at the beginning of Ramadan . In addition to the regular menu , they had a set , 4 course menu for Ramadan dinner . It consisted of multiple salads and appetizers , soups , rice , a variety of grilled meat brought to the table on a cute miniature golden grill , drinks and desserts . Everything was very delicious . I loved the subtle aromatic spices that they used for dish . The service was very good too . Our server , Amr Mohahmed was very courteous and attentive . It was a genuine Egyptian culinary experience .",5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,90,542
1682,"Great food and hospitality from Yasser , the team , and Chef Mohammad . There was a special menu with multiple dishes for the month of ramadan and every plate that came out great .","Great food and hospitality from Yasser , the team , and Chef Mohammad . There was a special menu with multiple dishes for the month of ramadan and every plate that came out great .",5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,31,180
1683,"Disrespectful , discriminatory , and unacceptable service . The place was completely empty , yet the waiter behaved as if we were bothering him . He was rude , spoke aggressively fast , kept his arms crossed , and showed zero basic manners . They deliberately seated us in the worst corner despite all tables available . He even openly complained about us to the manager with a discriminatory attitude . This is not how you treat customers . Avoid this restaurant .","Disrespectful , discriminatory , and unacceptable service . The place was completely empty , yet the waiter behaved as if we were bothering him . He was rude , spoke aggressively fast , kept his arms crossed , and showed zero basic manners . They deliberately seated us in the worst corner despite all tables available . He even openly complained about us to the manager with a discriminatory attitude . This is not how you treat customers . Avoid this restaurant .",1.0,negative,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,70,465
1684,the ox tail was quite good . meat is jiggling .,the ox tail was quite good . meat is jiggling .,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,9,47
1685,Environment is great . Service is fabulous . I really recommend the pigeon . Emat is so nice .,Environment is great . Service is fabulous . I really recommend the pigeon . Emat is so nice .,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,15,94
1686,Food was perfect Best service in the city from Amr Mohamed,Food was perfect Best service in the city from Amr Mohamed,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل 3 أسابيع,en,0.0,False,False,False,11,58
1687,Cuisine excellente et service de grande qualité ! Et particulièrement merci à Amar : smiling_face :,Cuisine excellente et service de grande qualité ! Et particulièrement merci à Amar : smiling_face :,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,fr,0.071429,False,True,False,13,99
1688,We had the most delicious meal . Everything was so fresh and well seasoned . The staff was outstanding ! We were so impressed with our meal last weekend that we returned again before departing Cairo ! I highly recommend dining here !,We had the most delicious meal . Everything was so fresh and well seasoned . The staff was outstanding ! We were so impressed with our meal last weekend that we returned again before departing Cairo ! I highly recommend dining here !,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,38,233
1689,Tasty food and excellent services .,Tasty food and excellent services .,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,5,35
1690,Hamam mehshi roz was really good Kebda eskandarani very nice Grilled mashawe very nice Kebab was excellent Molokheya amazing Food is really good,Hamam mehshi roz was really good Kebda eskandarani very nice Grilled mashawe very nice Kebab was excellent Molokheya amazing Food is really good,4.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,23,144
1691,Food was so very delicious and the service is very excellent thanks Mohamed Aly for your wonderful service your the best .,Food was so very delicious and the service is very excellent thanks Mohamed Aly for your wonderful service your the best .,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,21,122
1692,とってもよかったですー100文字書いてくださいと言われました。よくわかんなかったですが、料理はとても美味しかったです。 あぁ、とても美味しかったです。とても美味しかったです。,とってもよかったですー100文字書いてくださいと言われました。よくわかんなかったですが、料理はとても美味しかったです。 あぁ、とても美味しかったです。とても美味しかったです。,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,ja,0.0,False,True,False,1,87
1693,"Love this place ! Food is amazing and the waitstaff is fantastic . Our waiter , Mohamed Aly is always more than helpful , incrddible courteous and welcoming and he's so pleasant whenever we're here . Highly recommend !","Love this place ! Food is amazing and the waitstaff is fantastic . Our waiter , Mohamed Aly is always more than helpful , incrddible courteous and welcoming and he's so pleasant whenever we're here . Highly recommend !",5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,35,218
1694,"The food we ordered was really good but there were a few dishes ewe had which could have been better . The serving sizes were really generous though and for two propel we could hardly finish all the dishes , so I would recommend this for a bigger group of people to really enjoy all the dishes the place has to offer . The service from Amir , out waiter , was really incredible though ! It was our first wedding anniversary and they went above and beyond to organise something really special ( they had the chef come out and I helped make the traditional dish Mulukhiyah as a special surprise ) for our anniversary on top of the dessert . We can't recommend Amir enough and they really made our anniversary special . The atmosphere of the place was really Greta because we had Kareem playing the Qanun and it really added to the ambience of the place away from the hustle and bustle .","The food we ordered was really good but there were a few dishes ewe had which could have been better . The serving sizes were really generous though and for two propel we could hardly finish all the dishes , so I would recommend this for a bigger group of people to really enjoy all the dishes the place has to offer . The service from Amir , out waiter , was really incredible though ! It was our first wedding anniversary and they went above and beyond to organise something really special ( they had the chef come out and I helped make the traditional dish Mulukhiyah as a special surprise ) for our anniversary on top of the dessert . We can't recommend Amir enough and they really made our anniversary special . The atmosphere of the place was really Greta because we had Kareem playing the Qanun and it really added to the ambience of the place away from the hustle and bustle .",4.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,157,884
1695,"Big serving sizes , so visit on empty to fully appreciate the food ! The service was next level , and Amr went out of his way to see to our needs , even arranged a nice cake on the account of our wedding anniversary . Massive props ! The atmosphere was good too with soothing live music that augmented the experience . Recommend if you're staying in the area .","Big serving sizes , so visit on empty to fully appreciate the food ! The service was next level , and Amr went out of his way to see to our needs , even arranged a nice cake on the account of our wedding anniversary . Massive props ! The atmosphere was good too with soothing live music that augmented the experience . Recommend if you're staying in the area .",5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,64,360
1696,Great food .,Great food .,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,en,0.0,False,False,False,2,12
1697,جيدا,جيدا,5.0,positive,مطعم,google_maps,مطعم الخال المصرى,قبل شهر,ar,0.0,False,False,False,1,4
1698,مكان رائع جدا,مكان رائع جدا,4.0,positive,مقهى,google_maps,كافيه طقطوقة,قبل شهر,ar,0.0,False,False,False,3,13
1699,رايق,رايق,5.0,positive,مقهى,google_maps,كافيه طقطوقة,قبل شهرين,fa,0.0,False,True,False,1,4
1700,V good,V good,4.0,positive,مقهى,google_maps,كافيه طقطوقة,قبل شهرين,en,0.0,False,False,False,2,6
1702,Bad service,Bad service,2.0,negative,مقهى,google_maps,كافيه طقطوقة,قبل 3 أشهر,en,0.0,False,False,False,2,11
1703,قعدت في فرع ميراكي كومبلكس طلبت باستا ولما جيت احاسب لقيتهم حاسبين المية قولت للويتر انا مفتحتش المية قالي لازم تدفعيها فهمتوا اني قعدت قبلها بيوم وطلبت نفس الاوردر ومفتحتش المية ومدفعتهاش قاللي انتي بتهئي ؟ مدفعتيهاش امبارح تدفعيها انهاردة قولتله هات حد اعلي منك قاللي انا اكبر واحد في المكان وبقولك لازم تدفعيها وقمة قلة الادب بعدها جالي المانچر بيقولي معلش اصل المية لازم تتشال قبل ما اطبع الشيك وطالما طبعته لازم تدفعي طيب وانتوا مبتقولوش الكلام دة ليه للناس قبل ما تحاسب ؟ ؟ قاللي كل المطاعم كدة وانتي شكلك صغير ومش فاهمة ! ! ! ! ( بيحبوا يسرقوا الناس الصغيرين تقريبا ) لما قولتله سني رجع في كلامه ، حكيتله علي اللي الويتر عمله وان طريقته وحشة ومبيعرفش يتعامل مع الناس لقيت الويتر جه و شتمني قدامهم كلهم وقدام المانچر نفسه وقاللي انا مقولتش حاجة وانتي قليلة الادب ومحدش عمله حاجة خالص كتر خيرهم قالوله خش جوة هيوقفوه تقريبا في النوتي كورنر رافع ايده : face_with_tears_of_joy : اول ما قولت اني هبلغ البوليس والناس اللي قاعدة في المكان شاهدين و الكاميرات موجودة طلع يجري وكلهم اتلموا عليا بيقولولي انتي صاحبة مكان : grinning_face_with_sweat : اخر كلمة قولتها للمانچر لو بنتك قاعدة في مكان ترضي ان حد يشتمها ومحدش يعمله حاجة مردش ( ما هو يا دة مش المانچر وحد بيبعتوه يضحك بس عشان محدش يطالب بحقه يا دة المانچر فعلا بس سلبي جدا ومبيعرفش يتصرف ),قعدت في فرع ميراكي كومبلكس طلبت باستا ولما جيت احاسب لقيتهم حاسبين المية قولت للويتر انا مفتحتش المية قالي لازم تدفعيها فهمتوا اني قعدت قبلها بيوم وطلبت نفس الاوردر ومفتحتش المية ومدفعتهاش قاللي انتي بتهئي ؟ مدفعتيهاش امبارح تدفعيها انهاردة قولتله هات حد اعلي منك قاللي انا اكبر واحد في المكان وبقولك لازم تدفعيها وقمة قلة الادب بعدها جالي المانچر بيقولي معلش اصل المية لازم تتشال قبل ما اطبع الشيك وطالما طبعته لازم تدفعي طيب وانتوا مبتقولوش الكلام دة ليه للناس قبل ما تحاسب ؟ ؟ قاللي كل المطاعم كدة وانتي شكلك صغير ومش فاهمة ! ! ! ! ( بيحبوا يسرقوا الناس الصغيرين تقريبا ) لما قولتله سني رجع في كلامه ، حكيتله علي اللي الويتر عمله وان طريقته وحشة ومبيعرفش يتعامل مع الناس لقيت الويتر جه و شتمني قدامهم كلهم وقدام المانچر نفسه وقاللي انا مقولتش حاجة وانتي قليلة الادب ومحدش عمله حاجة خالص كتر خيرهم قالوله خش جوة هيوقفوه تقريبا في النوتي كورنر رافع ايده : face_with_tears_of_joy : اول ما قولت اني هبلغ البوليس والناس اللي قاعدة في المكان شاهدين و الكاميرات موجودة طلع يجري وكلهم اتلموا عليا بيقولولي انتي صاحبة مكان : grinning_face_with_sweat : اخر كلمة قولتها للمانچر لو بنتك قاعدة في مكان ترضي ان حد يشتمها ومحدش يعمله حاجة مردش ( ما هو يا دة مش المانچر وحد بيبعتوه يضحك بس عشان محدش يطالب بحقه يا دة المانچر فعلا بس سلبي جدا ومبيعرفش يتصرف ),1.0,negative,مقهى,google_maps,مقهى بوخارست بلاك,قبل أسبوعين,ar,0.0,False,True,False,218,1245
1704,لم اجربه لكن الاقبال عليه ضعيف,لم اجربه لكن الاقبال عليه ضعيف,2.0,negative,مقهى,google_maps,مقهى بوخارست بلاك,تاريخ التعديل: قبل أسبوعين,ar,0.0,False,False,False,6,30
1706,"Place wasn't busy and servers took a long time . Ask for alcholic drinks and at first they said ""Yes"" But only VIRGEN DRINKS . IT TOOK ALMOST 30 MINUTES TO GET THE CHECK . I WILLN'T RECOMMEND OR USE THIS PLACE AGAIN","Place wasn't busy and servers took a long time . Ask for alcholic drinks and at first they said ""Yes"" But only VIRGEN DRINKS . IT TOOK ALMOST 30 MINUTES TO GET THE CHECK . I WILLN'T RECOMMEND OR USE THIS PLACE AGAIN",2.0,negative,مقهى,google_maps,مقهى بوخارست بلاك,قبل 3 أسابيع,en,0.0,True,False,False,42,215
1708,Very bad i didnot like maadi branch,Very bad i didnot like maadi branch,1.0,negative,مقهى,google_maps,مقهى بوخارست بلاك,قبل شهر,en,0.0,False,False,False,7,35
1709,كافية عادي,كافية عادي,3.0,neutral,مقهى,google_maps,مقهى بوخارست بلاك,قبل شهر,ar,0.0,False,False,False,2,10
1715,الكراسي سيئة الخدمة بطيئة,الكراسي سيئة الخدمة بطيئة,2.0,negative,مقهى,google_maps,مقهى بوخارست بلاك,قبل شهر,ar,0.0,False,False,False,4,25
1716,"Best service ever and the nicest staff Got my engagement dress thanks to mrs . Maria , verina and farah EMO_POS","Best service ever and the nicest staff Got my engagement dress thanks to mrs . Maria , verina and farah EMO_POS",5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل أسبوع,en,0.0,False,False,True,19,111
1717,A beautiful place and the staff are very helpful and cheerful,A beautiful place and the staff are very helpful and cheerful,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أسابيع,en,0.0,False,False,False,11,61
1718,: growing_heart : : growing_heart : مكان مميز كل حاجه فيه جميله والتيم ذوق جدا,: growing_heart : : growing_heart : مكان مميز كل حاجه فيه جميله والتيم ذوق جدا,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أسابيع,ar,0.0,False,True,False,11,78
1719,Perfect place for your special events perfect customer service all staff are helpful I recommend mystic branch for my friends thanks for amazing experience,Perfect place for your special events perfect customer service all staff are helpful I recommend mystic branch for my friends thanks for amazing experience,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أسابيع,en,0.0,False,False,False,24,155
1720,CFC : heart_suit : : heart_suit : : heart_suit :,CFC : heart_suit : : heart_suit : : heart_suit :,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,ga,0.0,False,True,False,4,48
1721,Perfect varieties and very decent and polite way of dealing with people . . Thank you Mystic for always being there for every event EMO_POS EMO_POS,Perfect varieties and very decent and polite way of dealing with people . . Thank you Mystic for always being there for every event EMO_POS EMO_POS,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,en,0.0,False,False,True,24,147
1722,Very helpful & professional staff,Very helpful & professional staff,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,en,0.0,False,False,False,4,33
1723,EMO_POS EMO_POS,EMO_POS EMO_POS,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,pt,0.0,False,True,True,2,15
1724,"Maria the manager??? did no one taught her how to be a respectful woman and talk to people with respect? please be more aware who you let represent your brand & communicate with your clients because she’s one of the worst people i ever talked to ever ! Completely disrespectful , rude and bossy . What’s wrong? Does she have issues or something? please re - consider hiring a respectful store manager as this is one of the worst human beings i ever talked to . what a shame ! ! ! ! ! ! ! !","Maria the manager??? did no one taught her how to be a respectful woman and talk to people with respect? please be more aware who you let represent your brand & communicate with your clients because she’s one of the worst people i ever talked to ever ! Completely disrespectful , rude and bossy . What’s wrong? Does she have issues or something? please re - consider hiring a respectful store manager as this is one of the worst human beings i ever talked to . what a shame ! ! ! ! ! ! ! !",1.0,negative,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,en,0.0,False,False,False,85,489
1725,"This used to be my favorite place to buy dresses and I always recommended it . After my last visit , I will never step inside again . We found a suit we were fully ready to purchase . We simply asked about minor tailoring adjustments and mentioned that the white pants were slightly transparent . Instead of helping , the CFC store manager , Maria , immediately responded with attitude and arrogance . She told us that if it is not our style then it is not for us and that many popular people wear it , so the problem is ours and not the design . When I asked for the tailor to come so I could show the adjustments I wanted , she refused to even let him see the suit and shut the discussion down completely . Her manner was dismissive , condescending , and openly disrespectful . There was no attempt to assist , no professionalism , and no basic courtesy . The whole interaction felt uncomfortable and unwelcoming rather than a customer service experience . A store manager represents the brand , and this behavior reflected extremely poorly on it . Because of this experience I will not return and I will actively warn anyone who asks me about this store . One of the worst retail experiences I have had .","This used to be my favorite place to buy dresses and I always recommended it . After my last visit , I will never step inside again . We found a suit we were fully ready to purchase . We simply asked about minor tailoring adjustments and mentioned that the white pants were slightly transparent . Instead of helping , the CFC store manager , Maria , immediately responded with attitude and arrogance . She told us that if it is not our style then it is not for us and that many popular people wear it , so the problem is ours and not the design . When I asked for the tailor to come so I could show the adjustments I wanted , she refused to even let him see the suit and shut the discussion down completely . Her manner was dismissive , condescending , and openly disrespectful . There was no attempt to assist , no professionalism , and no basic courtesy . The whole interaction felt uncomfortable and unwelcoming rather than a customer service experience . A store manager represents the brand , and this behavior reflected extremely poorly on it . Because of this experience I will not return and I will actively warn anyone who asks me about this store . One of the worst retail experiences I have had .",1.0,negative,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,en,0.0,False,False,False,204,1207
1726,Donia is great . Very helpful .,Donia is great . Very helpful .,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهر,en,0.0,False,False,False,5,31
1727,EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS,EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهرين,pt,0.0,False,True,True,7,55
1728,Best service . . thank you EMO_POS,Best service . . thank you EMO_POS,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل شهرين,en,0.0,False,False,True,5,34
1730,"very cooperative and helpful , great work","very cooperative and helpful , great work",5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أشهر,en,0.0,False,False,False,6,41
1731,Gasser and rawan were very helpful and likes the experience so much,Gasser and rawan were very helpful and likes the experience so much,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أشهر,en,0.0,False,False,False,12,67
1732,معاملة كويسة جدا والترزي محترم جدا وشاطر رائع وتم عمل التعديل احسن من المطلوب,معاملة كويسة جدا والترزي محترم جدا وشاطر رائع وتم عمل التعديل احسن من المطلوب,5.0,positive,متجر ملابس حريمي,google_maps,مستك ايفينيج,قبل 3 أشهر,ar,0.0,False,False,False,14,77
1734,"Not good food , moderate service","Not good food , moderate service",3.0,neutral,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل أسبوع,en,0.0,False,False,False,5,32
1736,力推这家炸鸡全开罗最好,力推这家炸鸡全开罗最好,5.0,positive,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهر,zh,0.0,False,True,False,0,11
1737,Great experience,Great experience,5.0,positive,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهر,en,0.0,False,False,False,2,16
1743,Fried chicken is 10/10 . Do order it spicy tho !,Fried chicken is 10/10 . Do order it spicy tho !,5.0,positive,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهر,en,0.0,False,False,False,10,48
1744,من افضل الفرايد تشكن اللي ممكن تاكلها,من افضل الفرايد تشكن اللي ممكن تاكلها,5.0,positive,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهر,ar,0.0,False,False,False,7,37
1745,دبوس عندهم حلو قوي,دبوس عندهم حلو قوي,5.0,positive,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهر,ar,0.0,False,False,False,4,18
1747,الفراخ كانت زفره جدا ووجعت بطننا كلنا تاني يوم للاسف كان اجمل بروست بس بقا من سئ ل اسوء,الفراخ كانت زفره جدا ووجعت بطننا كلنا تاني يوم للاسف كان اجمل بروست بس بقا من سئ ل اسوء,2.0,negative,مطعم مأكولات سورية,google_maps,مطعم أبو يوسف السوري,قبل شهرين,ar,0.0,False,False,False,19,87
1750,به جميع الاحتياجات,به جميع الاحتياجات,4.0,positive,سوبرماركت,google_maps,مترو ماركت,قبل أسبوعين,ar,0.0,False,False,False,3,18
1754,Oldest supermarket in Rehab and majority of quality stuff and best brands are available,Oldest supermarket in Rehab and majority of quality stuff and best brands are available,5.0,positive,سوبرماركت,google_maps,مترو ماركت,تاريخ التعديل: قبل شهر,en,0.0,False,False,False,14,87
1755,خيال,خيال,5.0,positive,سوبرماركت,google_maps,مترو ماركت,قبل شهرين,ar,0.0,False,False,False,1,4
1758,Worst food i have ever eaten . The vibes are the worst . Not recommended at all,Worst food i have ever eaten . The vibes are the worst . Not recommended at all,1.0,negative,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل يوم واحد,en,0.0,False,False,False,15,79
1760,اسوء تجربه الاكل بارد اكثر الطلبات في المنيو غير متوفر شاي مفيش تجربه سيئه جدا,اسوء تجربه الاكل بارد اكثر الطلبات في المنيو غير متوفر شاي مفيش تجربه سيئه جدا,1.0,negative,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل يوم واحد,ar,0.0,False,False,False,15,78
1761,المكان تحفه والاكل تحفه,المكان تحفه والاكل تحفه,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,4,23
1763,الاكل ممتاز والخدمه ممتازه اشكر الجميع بالتوفيق,الاكل ممتاز والخدمه ممتازه اشكر الجميع بالتوفيق,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,7,47
1764,محترمين وذوق والاكل حلو ماشاء الله,محترمين وذوق والاكل حلو ماشاء الله,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,6,34
1766,المكان تحفه,المكان تحفه,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,2,11
1767,المكان تحفه و الاكل روعه والخدمه ممتازه,المكان تحفه و الاكل روعه والخدمه ممتازه,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,7,39
1768,خدمه و تنظيم ١٠/١٠ و اسالوا علي امبابي,خدمه و تنظيم ١٠/١٠ و اسالوا علي امبابي,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,9,38
1769,Best food best service best vibes ever bgd tohfa totally recommend,Best food best service best vibes ever bgd tohfa totally recommend,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,en,0.0,False,False,False,11,66
1771,مكان رائع والخدمة ممتازة,مكان رائع والخدمة ممتازة,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,4,24
1772,جميل جدا تسلم ايدكم,جميل جدا تسلم ايدكم,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,4,19
1773,المكان تحفه والاكل جميل,المكان تحفه والاكل جميل,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ar,0.0,False,False,False,4,23
1774,الاكل تحفة : heart_suit :,الاكل تحفة : heart_suit :,5.0,positive,مطعم مأكولات مشوية,google_maps,قرية جدو,قبل 4 أيام,ga,0.0,False,True,False,3,25
1775,Good managers,Good managers,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل أسبوع,en,0.0,False,False,False,2,13
1776,The place is so good,The place is so good,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل أسبوع,en,0.0,False,False,False,5,20
1777,الخدمة جيدة والاكل جيد,الخدمة جيدة والاكل جيد,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل أسبوع,ar,0.0,False,False,False,4,22
1779,No good service nor attitude provided from the employees,No good service nor attitude provided from the employees,1.0,negative,مطعم,google_maps,صاج وشاورما,تاريخ التعديل: قبل أسبوع,en,0.0,False,False,False,9,56
1782,بصراحة لا يعتمد طلبت صاج شاورما فراخ جت الشاورما كلها عيش صاج ومفيش حشوه شاورما ومكانش ليها طلعم عشان مفيش شاورما كفايه بيها وزياده عالسعر برضو كان سعرها ٩٠ وهيا متستحقش الموظفات محترمين جدا وبمنتهي الادب,بصراحة لا يعتمد طلبت صاج شاورما فراخ جت الشاورما كلها عيش صاج ومفيش حشوه شاورما ومكانش ليها طلعم عشان مفيش شاورما كفايه بيها وزياده عالسعر برضو كان سعرها ٩٠ وهيا متستحقش الموظفات محترمين جدا وبمنتهي الادب,2.0,negative,مطعم,google_maps,صاج وشاورما,قبل 3 أسابيع,ar,0.0,False,False,False,36,204
1783,الاكل تحفه المعمله تحفهه,الاكل تحفه المعمله تحفهه,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل 3 أسابيع,ar,0.0,False,False,False,4,24
1784,الاكل تحفه اوي,الاكل تحفه اوي,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل 3 أسابيع,ar,0.0,False,False,False,3,14
1788,Stuff الصالة دنيا واسماء وفاطمة متعاونين ومعاملة كويسة جدا,Stuff الصالة دنيا واسماء وفاطمة متعاونين ومعاملة كويسة جدا,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل 3 أسابيع,ar,0.0,False,True,False,9,58
1790,اصطف الصاله البنات دنيا و اسماء و فاطمة عسل اوي و متعاونين جداا,اصطف الصاله البنات دنيا و اسماء و فاطمة عسل اوي و متعاونين جداا,5.0,positive,مطعم,google_maps,صاج وشاورما,قبل 3 أسابيع,ar,0.0,False,False,False,13,63
1792,"I take away my food and ate at home , the shawarma needs improvement as may competitors are doing the same business and many others are better in quality and price","I take away my food and ate at home , the shawarma needs improvement as may competitors are doing the same business and many others are better in quality and price",3.0,neutral,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل 18 ساعة,en,0.0,False,False,False,30,163
1795,حلي بس غالي الصراحه,حلي بس غالي الصراحه,4.0,positive,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل 3 أسابيع,ar,0.0,False,False,False,4,19
1796,"Their sandwichs are so bad , salty and barely any shawarma it's full of pickles and it's a TINY sandwich , not worth it EMO_NEG","Their sandwichs are so bad , salty and barely any shawarma it's full of pickles and it's a TINY sandwich , not worth it EMO_NEG",1.0,negative,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل 3 أسابيع,en,0.0,False,False,True,25,127
1797,I cant say anything else than vey nice and tasty,I cant say anything else than vey nice and tasty,5.0,positive,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل 3 أسابيع,en,0.0,False,False,False,10,48
1800,: thumbs_up_medium - light_skin_tone :,: thumbs_up_medium - light_skin_tone :,5.0,positive,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل شهر,en,0.0,False,False,False,2,38
1801,اكلهم لذيد,اكلهم لذيد,5.0,positive,مطعم مأكولات سورية,google_maps,مأكولات أبو العز السورى,قبل شهر,ar,0.0,False,False,False,2,10
1804,مكان في المجمل كويس,مكان في المجمل كويس,4.0,positive,مطعم,google_maps,اندريا ممفيس المعادي - Andrea Memphis El Maadi,قبل يومين (2),ar,0.0,False,False,False,4,19
1806,رحله جميله جدا وفطار حلو وشو راءع انبسط جدا معاكم شكرا ليكم,رحله جميله جدا وفطار حلو وشو راءع انبسط جدا معاكم شكرا ليكم,5.0,positive,مطعم,google_maps,اندريا ممفيس المعادي - Andrea Memphis El Maadi,قبل شهر,ar,0.0,False,False,False,12,59
1807,محتاج تعمل حساب كبار السن في السلالم والطوابق المتعددة وكذلك اندريا اسم كبير فمحتاج تعمل صيانة وتحديث للمكان ل,محتاج تعمل حساب كبار السن في السلالم والطوابق المتعددة وكذلك اندريا اسم كبير فمحتاج تعمل صيانة وتحديث للمكان ل,5.0,positive,مطعم,google_maps,اندريا ممفيس المعادي - Andrea Memphis El Maadi,قبل شهر,ar,0.0,False,False,False,19,110
1808,اكثر من رائع بجد اسمتعت,اكثر من رائع بجد اسمتعت,5.0,positive,مطعم,google_maps,اندريا ممفيس المعادي - Andrea Memphis El Maadi,قبل شهر,ar,0.0,False,False,False,5,23
